5523	19303
5523	10732
5523	7871
5523	1927
5523	2876
5523	17399
5523	9102
5523	17552
5523	5743
5523	5250
4476	5697
4476	4765
4476	7886
4476	23558
64	19303
64	6532
64	7776
64	10732
64	10599
64	23664
64	12467
64	12954
64	18502
64	23229
64	13557
64	42
64	15422
64	17648
64	17612
64	10408
64	3830
64	14957
64	24213
64	12055
64	22981
64	7351
64	13531
64	21590
64	18156
64	14124
64	3005
64	9743
64	9332
64	9514
64	11980
64	14332
64	4303
64	4244
64	8199
64	6229
64	15616
64	2127
64	14194
64	3476
64	13872
64	6512
64	14480
64	17936
64	16254
64	9580
64	5939
64	1101
64	14133
64	7005
64	21191
64	4667
64	10551
64	7428
64	24075
64	10377
64	7019
64	7840
64	3651
64	10016
64	19680
64	21648
64	20831
64	5953
64	8269
64	22508
64	1413
64	1697
64	16951
64	19513
64	2187
64	24398
64	10912
64	9712
64	22854
64	22165
64	12878
64	14617
64	2527
64	8708
64	547
64	8874
64	23451
64	743
64	19392
64	21532
64	17000
64	18127
64	11786
64	2966
64	7285
64	3426
64	19177
64	16311
64	24542
64	22964
64	5652
64	11699
64	6912
64	23008
64	3007
64	15413
64	4287
64	1269
64	9821
64	4563
64	15171
64	13275
64	7106
64	14393
64	24435
64	11877
64	17624
64	5427
64	3759
64	2614
64	19565
64	10426
64	2237
64	3050
64	14783
64	21190
64	2954
64	6348
64	23163
64	3055
64	15712
64	24159
64	13650
64	3118
64	3068
64	1415
64	18024
64	19571
64	13070
64	9958
64	3745
64	12299
64	8839
64	17745
64	24575
64	4334
64	4000
64	3473
64	15699
64	6835
64	18443
64	12524
64	24783
64	19077
64	1685
64	11541
64	6501
64	21225
64	93
64	3032
64	994
64	22784
64	7735
64	11489
64	20805
64	24831
64	22718
64	23086
64	20576
64	11684
64	7578
64	8175
64	9447
64	7871
64	7866
64	13632
64	15054
64	2120
64	1554
64	1777
64	5937
64	6033
64	11705
64	4008
64	16292
64	4873
64	24800
64	17923
64	7766
64	20781
64	1674
64	7277
64	7793
64	714
64	19048
64	24915
64	16342
64	16387
64	11564
64	18910
64	21335
64	9832
64	8599
64	16687
64	3632
64	16979
64	10404
64	9231
64	12051
64	20045
64	14270
64	19818
64	5745
64	23974
64	14599
64	23745
64	7110
64	12361
64	15181
64	2318
64	17077
64	8071
64	13758
64	3326
64	15620
64	24019
64	18246
64	10116
64	9799
64	4251
64	13599
64	21301
64	4063
64	24650
64	4747
64	4630
64	7278
64	22384
64	21895
64	16755
64	12289
64	5385
64	12191
64	3470
64	20067
19001	11777
20895	24848
20895	3832
20895	8560
20895	9819
20895	8832
20895	5279
20895	423
20895	3851
20895	5921
20895	19379
20895	15804
20895	20528
20895	9613
20895	675
20895	4388
20895	20119
20895	3685
20895	14933
20895	4487
20895	5487
20895	1869
20895	15807
20895	20662
20895	18478
23048	3832
23048	11369
23048	16428
23048	5275
23048	5054
23048	13672
23048	8560
23048	15218
20837	3832
20837	11644
20837	19868
20837	24618
20837	19303
20837	11186
20837	23181
20837	11082
20837	3402
20837	10550
20837	16527
20837	15938
20837	22418
20837	10543
20837	11823
20837	8675
20837	15805
20837	21122
20837	3354
20837	19423
20837	15013
20837	7934
20837	3319
20837	12358
20837	24234
20837	18947
20837	6532
20837	8379
10992	2150
10992	6039
21760	6737
21760	12534
21760	19923
21760	6788
21760	14786
21760	24918
21760	3070
21760	24180
2280	19508
2280	14513
2280	17294
2280	13546
2280	13069
2280	8560
2280	966
2280	8675
2280	12358
2280	7767
2280	6671
2280	10732
2280	8875
2280	4470
2280	23364
2280	2079
2280	4989
2280	9348
2280	11703
2280	3784
2280	14670
2280	483
2280	1843
2280	15396
2280	8451
2280	19628
2280	4524
2280	21212
2280	12360
2280	1306
2280	20978
2280	23202
2280	19552
2280	8621
2280	23269
2280	15515
2280	16066
2280	8720
2280	5186
2280	17956
2280	3295
2280	459
2280	21559
2280	23666
2280	546
2280	8352
2280	5534
2280	15761
2280	5541
2280	17369
2280	13409
2280	22661
2280	7812
2280	15989
2280	14009
2280	2564
2280	18580
2280	9768
2280	16803
2280	20833
2280	877
2280	17496
2280	7074
2280	8183
2280	1395
2280	15052
2280	17011
2280	10772
2280	15082
2280	23265
2280	374
2280	893
2280	5677
2280	15137
2280	24544
2280	11239
2280	14596
2280	18112
2280	11142
2280	2621
2280	24221
2280	22575
2280	834
2280	15574
2280	24259
2280	22437
2280	15566
2280	24496
2280	21524
2280	4081
2280	8192
2280	17925
2280	15785
2280	3477
2280	18748
2280	13642
2280	18046
2280	2327
2280	3154
2280	24917
2280	20700
2280	3270
2280	21825
2280	7215
2280	23488
2280	3261
2280	7179
2280	16720
2280	2040
2280	6393
2280	68
2280	196
2280	18281
2280	13934
2280	1563
2280	15384
2280	3841
2280	17252
2280	21158
2280	24944
2280	7916
2280	6222
9330	16045
9330	5103
9330	14513
9330	19522
9330	4364
24660	13546
24633	2621
24633	22195
24633	15439
24633	16497
24633	22571
24633	13288
24633	23965
24633	20775
14045	3392
14045	189
14045	13383
14045	4765
14045	1729
14045	24618
14045	3354
14045	19423
14045	331
14045	24963
14045	1932
14045	14776
14045	13056
14045	7718
14045	16739
14045	9819
14045	6584
14045	13418
14045	6346
14045	2722
14045	23708
14045	10575
14045	11747
14045	18424
14045	19650
14045	200
14045	2010
14045	1643
14045	4300
14045	1062
14045	14220
14045	20686
14045	24216
14045	23779
14045	12849
14045	13806
14045	15633
14045	16916
14045	915
14045	17854
14045	8257
14045	3684
14045	13661
14045	3421
14045	13366
14045	6853
14045	25007
14045	1612
14045	1856
14045	6628
14045	5378
14045	23599
14045	2625
14045	5126
14045	20549
14045	16682
14045	9349
14045	4567
14045	15564
14045	3775
14045	2515
14045	15357
14045	19773
14045	10877
14045	21908
14045	23561
14045	24838
14045	17276
14045	10693
14045	4056
14045	3384
14045	13416
14045	15449
14045	10149
14045	7601
14045	18975
14045	4677
14045	24148
14045	24593
14045	3268
14045	9260
14045	19504
14045	16130
14045	1224
14045	13132
14045	23832
14045	5624
14045	9287
14045	7189
14045	24387
14045	2469
14045	345
14045	14100
14045	13834
14045	1822
14045	19706
14045	8703
21993	20966
21993	1599
21993	4062
21993	17053
21993	20538
21993	8176
21993	8590
21993	4785
21993	16609
21993	4415
14960	2096
14960	1057
14960	18478
14960	19241
14033	13777
9610	331
9610	4092
9610	23561
9610	14816
9610	19541
9610	22366
24848	20895
24848	14513
24848	4765
24848	24552
24848	15266
24848	8299
24848	8974
24848	7302
24848	7871
24848	22734
24848	1037
24848	1212
24848	4547
24848	3130
24848	20493
24848	4282
24848	12246
24848	12719
24848	15287
24848	18132
24848	16830
24848	8989
24848	2907
24848	7636
24848	5888
24848	12416
24848	12600
24848	15894
